tempo,ID,Chills?,Goosebumps,Chills intensity,#Chills,Stimulus,Duration (in seconds),Arousal pre,Valence Pre,Mood Pre,Arousal Post,Valence Post,Mood post,Liking,Prior Exposure,Reminiscence,spectrogram_pca,mfcc_pca,chroma_pca
0,315,Yes,Yes,41,4,Agnus Dei (Audio),2818,0,1,1,2,2,2,10,2,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,339,Yes,Yes,60,4,Agnus Dei (Audio),4092,5,1,4,0,7,3,5,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,395,No,No,0,1,Agnus Dei (Audio),5721,4,5,3,5,5,4,5,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,454,No,No,0,1,Agnus Dei (Audio),1435,1,1,4,2,1,4,5,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,469,Yes,Yes,80,4,Agnus Dei (Audio),1501,6,5,4,9,10,5,8,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,500,Yes,Yes,44,2,Agnus Dei (Audio),1449,7,7,5,0,10,3,8,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,518,Yes,Yes,61,2,Agnus Dei (Audio),2956,6,0,5,10,0,5,7,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,549,Yes,Yes,5,2,Agnus Dei (Audio),1367,10,10,4,7,8,4,6,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,562,No,No,0,1,Agnus Dei (Audio),968,7,7,1,2,5,3,4,2,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,597,Yes,Yes,71,4,Agnus Dei (Audio),1590,2,10,4,0,9,5,9,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,607,No,No,0,1,Agnus Dei (Audio),3006,0,10,4,0,10,5,6,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,654,Yes,No,91,2,Agnus Dei (Audio),1146,10,2,4,0,10,5,10,2,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,681,No,No,0,1,Agnus Dei (Audio),1023,1,9,4,2,7,4,2,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,724,Yes,Yes,72,4,Agnus Dei (Audio),2360,3,3,4,10,2,5,10,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,741,No,No,0,1,Agnus Dei (Audio),1392,2,2,3,8,4,5,6,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,751,Yes,Yes,53,4,Agnus Dei (Audio),1630,5,5,5,10,7,4,9,2,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,815,Yes,Yes,49,2,Agnus Dei (Audio),1386,5,5,3,3,3,4,5,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,827,No,No,0,1,Agnus Dei (Audio),1716,0,9,3,0,9,5,10,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,842,No,No,0,1,Agnus Dei (Audio),12718,1,4,4,2,8,3,3,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,884,Yes,No,5,4,Agnus Dei (Audio),2084,0,10,3,0,10,5,10,2,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,920,Yes,Yes,100,4,Agnus Dei (Audio),1313,10,10,5,10,8,5,8,2,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,966,Yes,Yes,73,4,Agnus Dei (Audio),2062,5,8,5,5,10,5,10,2,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,970,No,No,0,1,Agnus Dei (Audio),1697,0,8,4,10,10,4,7,1,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1011,No,No,0,1,Agnus Dei (Audio),4669,0,10,5,0,0,5,10,2,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1021,No,No,0,1,Agnus Dei (Audio),2098,5,5,5,10,10,5,10,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1058,No,No,0,1,Agnus Dei (Audio),1569,2,8,4,2,7,4,5,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1068,No,No,0,1,Agnus Dei (Audio),1770,10,5,1,5,5,2,1,1,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1149,Yes,Yes,42,2,Agnus Dei (Audio),2607,2,8,3,0,9,4,9,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1167,Yes,Yes,51,2,Agnus Dei (Audio),1512,6,1,4,1,0,5,9,2,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1181,No,No,0,1,Agnus Dei (Audio),2411,0,4,3,6,5,4,4,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1204,No,No,0,1,Agnus Dei (Audio),1985,4,4,4,3,2,4,3,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1212,Yes,Yes,44,4,Agnus Dei (Audio),1710,0,10,5,0,10,5,8,2,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1228,Yes,Yes,78,4,Agnus Dei (Audio),1518,10,9,5,10,7,5,10,1,Yes,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
0,1370,No,No,0,1,Agnus Dei (Audio),1067,0,0,1,0,2,4,5,2,No,"[8.855891280192104, 21.353425004633362, -1.9504185247940584, -1.9565896442459456, -9.65322818955746, 1.8676501916660673, 17.37400821998761, 3.9010339154228317, 1.8693407419233428, -4.28164094673869, 2.9547279519458463, 0.4454184386175276, -6.247641676284706, 0.5412191712908201, -0.5608793574343962, 1.7571821154960707, 0.7688997806286041, 0.1274835718534355, -0.06582309224159034, 4.236096057248764e-14]","[-29.670106022450078, -2.9592151256942323, 0.5569645107854267, 3.884408671280029, -1.8641676260736595, -1.4255168293595406, -0.16593313199874257, 0.5849363334155393, 1.5404244136259415, 0.038438648571933326]","[-11.481145356580916, 0.6319355381446432, -0.7469515574348596, -0.7244956351600981, -0.5234193641349327]"
