Unnamed: 0,Stimulus name,Description ,URL,video_id,transcript,music,transcript_clean,word_count,sentence_count,tb_sentiment,vader_sentiment,pos_nouns,pos_adjectives,about,adds,after,again,ah,aint,all,already,also,always,am,among,an,and,anderson,another,answer,any,anybody,anyone,applauding,are,around,artist,as,ask,asked,at,away,back,be,beat,beautiful,beauty,because,become,been,before,being,beings,believe,best,better,big,bigger,bird,black,blanket,blithely,blue,boys,brutes,but,by,call,called,came,can,cant,care,cattle,cheerful,child,children,chorus,claire,cleverness,cling,close,come,coming,cook,cosmic,could,country,cover,create,cries,cry,current,dad,daddy,dancing,day,dead,deal,deep,democracy,demonstration,dense,descend,despise,dictators,did,didnt,die,different,do,does,doesnt,doing,dollars,dome,done,dont,dot,down,dreams,drill,dropout,dying,each,earth,easy,else,end,enough,enslave,eric,even,ever,every,everyone,everything,eyes,fact,family,far,father,fear,feel,feelings,fight,fighter,find,first,fleeting,flower,follow,for,foreign,forget,free,from,future,gentleness,get,gets,give,go,god,goes,going,gonna,good,got,grade,great,greatest,greed,grow,guy,had,hallelujah,hanging,happen,happiness,happy,hard,has,hate,have,havent,he,head,hear,heard,heart,hearts,hell,help,her,here,hero,hes,him,his,hit,hold,home,hope,hour,how,human,humanity,id,if,ill,im,image,impact,in,inhabitants,inner,insects,inside,instead,interesting,into,is,isnt,it,itll,its,ive,jasmine,just,keep,kind,kindness,know,knowledge,known,language,last,leave,leaves,left,lesson,let,lets,liberty,life,light,like,listen,little,live,lived,lives,living,long,look,looked,looking,lose,lost,louder,love,lowery,machine,machinery,machines,mad,made,madman,make,makes,man,many,married,matter,may,maybe,me,mean,melancholy,men,mens,met,midnight,might,millions,mind,misery,moment,more,morning,most,mother,mouth,moving,mr,much,music.1,must,my,myself,name,nan,national,need,never,next,night,no,not,nothing,now,of,oh,okay,on,once,one,only,or,other,others,our,ourselves,out,over,own,pale,people,person,place,please,point,possible,power,program,progress,promise,put,question,questions,quite,reach,read,real,really,reason,refrain,regiment,remember,remind,responsibility,right,rogers,roses,round,run,running,said,same,saw,say,saying,says,scared,science,see,seem,seen,sees,she,shore,show,side,simple,singing,sitting,six,smiling,so,soldiers,some,somebody,something,sometimes,son,song,sound,speaking,species,stand,standing,started,steering,still,stop,strange,stranger,strong,sure,sweaty,take,tears,television,tell,than,thank,that,thats,the,their,them,then,there,theres,these,they,theyre,thing,things,think,thinking,third,this,those,three,through,time,times,tired,to,today,todd,together,told,too,took,tooth,treat,tree,trembling,trina,trouble,true,truth,trying,two,uncle,under,understand,unite,universe,unloved,unnatural,up,us,use,used,verse,very,view,violent,walking,walt,want,wants,was,waterside,waves,way,we,well,were,what,whatever,whats,when,where,which,while,white,who,whole,whos,why,will,wisdom,with,within,without,woman,wonderful,wont,woo,words,work,world,worth,would,write,written,wrong,ya,yall,yeah,years,yes,yet,you,your,youre,yourself,yourselves,transcript_sentences,lacks_punctuation,Chills?,#Chills,Chills Intensity
0,agnus dei audio,"The Flemish Radio Choir performs Samuel Barber’s Agnes Dei, Opus 11, in Brussels. Agnus Dei (“Lamb of God”) comes from John 1:29 and is a part of the Latin liturgical tradition. The words of the song are a request for peace and forgiveness. In 1967, Barber set the Latin words of the liturgical Agnus Dei, a part of the Mass, for mixed chorus with optional organ or piano accompaniment.",https://youtu.be/bFnbGevBnvY,bFnbGevBnvY,,True,,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['nan'],1,0.5384615384615384,2.2564102564102564,35.19230769230769
1,miserere me audio,"Tenebrae Choir performs Gregorio Allegri’s Miserere mei, Deus at St. Bartholomew the Great, in London. The work’s title, Latin for “Have mercy on me, O God,” is from Psalm 51. The Renaissance composition has historically been shrouded in secrecy and mystique dating back to its first performances at the Sistine Chapel.",https://youtu.be/3nakMFiPB0w,3nakMFiPB0w,,True,,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['nan'],1,0.4459459459459459,2.054054054054054,32.432432432432435
